id,ChapterName,difficulty,genuine_failure_count,raw_failure_count,failed_models,non_reasoning_models,genuine_failed_models,gemma_label,qwen_label,mistral_label,source,rationale,manual_note,non_reasoning_reason
278,সমাকলন,Medium,2,2,"gemma,mistral",,"gemma,mistral",0,1,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
279,সমাকলন,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
280,সমাকলন,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
281,সমাকলন,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
282,সমাকলন,Easy,1,1,gemma,,gemma,0,1,1,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
283,সমাকলন,Medium,2,2,"gemma,mistral",,"gemma,mistral",0,1,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
284,সমাকলন,Medium,2,2,"gemma,mistral",,"gemma,mistral",0,1,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
285,সমাকলন,Medium,2,2,"gemma,mistral",,"gemma,mistral",0,1,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
286,সমাকলন,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
287,সমাকলন,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
288,সমাকলন,Medium,2,2,"qwen,mistral",,"qwen,mistral",1,0,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
289,সমাকলন,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
290,সমাকলন,Easy,1,1,gemma,,gemma,0,1,1,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
291,সমাকলন,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
292,সমাকলন,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
293,সমাকলন,Medium,2,2,"gemma,mistral",,"gemma,mistral",0,1,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
294,সমাকলন,Medium,2,2,"gemma,mistral",,"gemma,mistral",0,1,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
295,সমাকলন,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
296,সমাকলন,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
297,সমাকলন,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
298,সমাকলন,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
299,সমাকলন,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
300,সমাকলন,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
301,সমাকলন,Medium,2,2,"gemma,qwen",,"gemma,qwen",0,0,1,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
302,বাস্তব সংখ্যা ও অসমতা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
303,বাস্তব সংখ্যা ও অসমতা,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
304,বাস্তব সংখ্যা ও অসমতা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
305,বাস্তব সংখ্যা ও অসমতা,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
306,বাস্তব সংখ্যা ও অসমতা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
307,বাস্তব সংখ্যা ও অসমতা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
308,বাস্তব সংখ্যা ও অসমতা,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
309,বাস্তব সংখ্যা ও অসমতা,Easy,1,1,gemma,,gemma,0,1,1,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
310,বাস্তব সংখ্যা ও অসমতা,Medium,2,2,"gemma,mistral",,"gemma,mistral",0,1,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
311,রৈখিক প্রোগ্রামিং,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
312,রৈখিক প্রোগ্রামিং,Easy,1,1,mistral,,mistral,1,1,0,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
313,রৈখিক প্রোগ্রামিং,Easy,1,1,mistral,,mistral,1,1,0,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
314,জটিল সংখ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
315,জটিল সংখ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
316,জটিল সংখ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
317,জটিল সংখ্যা,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
318,জটিল সংখ্যা,Medium,2,2,"qwen,mistral",,"qwen,mistral",1,0,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
319,জটিল সংখ্যা,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
320,জটিল সংখ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
322,জটিল সংখ্যা,Easy,1,1,gemma,,gemma,0,1,1,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
323,জটিল সংখ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
324,জটিল সংখ্যা,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
325,জটিল সংখ্যা,Medium,2,2,"gemma,qwen",,"gemma,qwen",0,0,1,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
326,জটিল সংখ্যা,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
327,জটিল সংখ্যা,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
328,জটিল সংখ্যা,Medium,2,2,"gemma,qwen",,"gemma,qwen",0,0,1,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
329,জটিল সংখ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
330,জটিল সংখ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
331,জটিল সংখ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
332,জটিল সংখ্যা,Medium,2,2,"gemma,mistral",,"gemma,mistral",0,1,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
333,জটিল সংখ্যা,Medium,2,2,"qwen,mistral",,"qwen,mistral",1,0,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
334,বহুপদী ও সমীকরণ,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
335,বহুপদী ও সমীকরণ,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
336,বহুপদী ও সমীকরণ,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
337,বহুপদী ও সমীকরণ,Easy,1,1,gemma,,gemma,0,1,1,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
338,বহুপদী ও সমীকরণ,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
339,বহুপদী ও সমীকরণ,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
340,বহুপদী ও সমীকরণ,Easy,1,1,gemma,,gemma,0,1,1,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
341,বহুপদী ও সমীকরণ,Medium,2,2,"qwen,mistral",,"qwen,mistral",1,0,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
342,বহুপদী ও সমীকরণ,Easy,1,1,qwen,,qwen,1,0,1,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
343,বহুপদী ও সমীকরণ,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
344,বহুপদী ও সমীকরণ,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
345,বহুপদী ও সমীকরণ,Medium,2,2,"gemma,mistral",,"gemma,mistral",0,1,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
346,বহুপদী ও সমীকরণ,Medium,2,2,"qwen,mistral",,"qwen,mistral",1,0,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
347,বহুপদী ও সমীকরণ,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
348,বহুপদী ও সমীকরণ,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
349,বহুপদী ও সমীকরণ,Medium,2,2,"qwen,mistral",,"qwen,mistral",1,0,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
350,বহুপদী ও সমীকরণ,Medium,2,2,"gemma,mistral",,"gemma,mistral",0,1,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
351,বহুপদী ও সমীকরণ,Easy,1,1,gemma,,gemma,0,1,1,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
352,বহুপদী ও সমীকরণ,Medium,2,2,"gemma,qwen",,"gemma,qwen",0,0,1,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
353,বহুপদী ও সমীকরণ,Easy,1,1,gemma,,gemma,0,1,1,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
354,বহুপদী ও সমীকরণ,Medium,2,2,"gemma,mistral",,"gemma,mistral",0,1,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
355,বহুপদী ও সমীকরণ,Easy,1,1,qwen,,qwen,1,0,1,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
356,দ্বিপদী বিস্তৃতি,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
357,দ্বিপদী বিস্তৃতি,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
358,দ্বিপদী বিস্তৃতি,Easy,1,1,gemma,,gemma,0,1,1,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
359,দ্বিপদী বিস্তৃতি,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
360,দ্বিপদী বিস্তৃতি,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
361,দ্বিপদী বিস্তৃতি,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
362,দ্বিপদী বিস্তৃতি,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
363,দ্বিপদী বিস্তৃতি,Medium,2,2,"gemma,mistral",,"gemma,mistral",0,1,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
364,দ্বিপদী বিস্তৃতি,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
365,দ্বিপদী বিস্তৃতি,Easy,1,1,gemma,,gemma,0,1,1,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
366,দ্বিপদী বিস্তৃতি,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
367,দ্বিপদী বিস্তৃতি,Easy,1,1,mistral,,mistral,1,1,0,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
368,দ্বিপদী বিস্তৃতি,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
369,দ্বিপদী বিস্তৃতি,Easy,1,1,mistral,,mistral,1,1,0,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
370,দ্বিপদী বিস্তৃতি,Easy,1,1,gemma,,gemma,0,1,1,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
371,দ্বিপদী বিস্তৃতি,Easy,1,1,gemma,,gemma,0,1,1,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
372,দ্বিপদী বিস্তৃতি,Medium,2,2,"qwen,mistral",,"qwen,mistral",1,0,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
373,দ্বিপদী বিস্তৃতি,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
375,দ্বিপদী বিস্তৃতি,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
376,দ্বিপদী বিস্তৃতি,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
377,কণিক,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
378,কণিক,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
379,কণিক,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
380,অন্তরীকরণ,Easy,1,1,mistral,,mistral,1,1,0,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
381,কণিক,Easy,1,1,mistral,,mistral,1,1,0,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
382,কণিক,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
383,কণিক,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
384,সমাকলন,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
385,কণিক,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
386,কণিক,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
387,কণিক,Medium,2,2,"gemma,mistral",,"gemma,mistral",0,1,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
388,কণিক,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
389,কণিক,Medium,2,2,"gemma,mistral",,"gemma,mistral",0,1,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
390,কণিক,Medium,2,2,"gemma,mistral",,"gemma,mistral",0,1,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
391,কণিক,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
392,কণিক,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
393,কণিক,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
394,কণিক,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
395,কণিক,Medium,2,2,"gemma,mistral",,"gemma,mistral",0,1,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
396,কণিক,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
397,কণিক,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
398,কণিক,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
399,কণিক,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
400,কণিক,Easy,1,1,gemma,,gemma,0,1,1,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
401,কণিক,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
402,কণিক,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
403,কণিক,Easy,1,1,gemma,,gemma,0,1,1,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
404,কণিক,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
405,কণিক,Medium,2,2,"gemma,mistral",,"gemma,mistral",0,1,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
406,কণিক,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
407,কণিক,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
408,কণিক,Medium,2,2,"gemma,mistral",,"gemma,mistral",0,1,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
409,কণিক,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
410,কণিক,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
411,কণিক,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
412,কণিক,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
413,কণিক,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
414,কণিক,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
415,কণিক,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
416,ত্রিকোণমিতি,Easy,1,1,mistral,,mistral,1,1,0,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
418,ত্রিকোণমিতি,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
419,ত্রিকোণমিতি,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
420,ত্রিকোণমিতি,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
421,ত্রিকোণমিতি,Easy,1,1,qwen,,qwen,1,0,1,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
422,ত্রিকোণমিতি,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
423,ত্রিকোণমিতি,Medium,2,2,"gemma,qwen",,"gemma,qwen",0,0,1,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
424,ত্রিকোণমিতি,Easy,1,1,mistral,,mistral,1,1,0,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
425,ত্রিকোণমিতি,Medium,2,2,"qwen,mistral",,"qwen,mistral",1,0,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
426,ত্রিকোণমিতি,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
427,ত্রিকোণমিতি,Medium,2,2,"gemma,qwen",,"gemma,qwen",0,0,1,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
428,ত্রিকোণমিতি,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
429,ত্রিকোণমিতি,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
430,ত্রিকোণমিতি,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
431,ত্রিকোণমিতি,Easy,1,1,gemma,,gemma,0,1,1,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
432,ত্রিকোণমিতি,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
433,ত্রিকোণমিতি,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
434,ত্রিকোণমিতি,Medium,2,2,"qwen,mistral",,"qwen,mistral",1,0,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
435,ত্রিকোণমিতি,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
436,ত্রিকোণমিতি,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
437,ত্রিকোণমিতি,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
438,ত্রিকোণমিতি,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
439,ত্রিকোণমিতি,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
440,ত্রিকোণমিতি,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
441,ত্রিকোণমিতি,Easy,1,1,gemma,,gemma,0,1,1,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
442,স্থিতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
443,স্থিতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
444,স্থিতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
445,স্থিতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
446,স্থিতিবিদ্যা,Medium,2,2,"gemma,mistral",,"gemma,mistral",0,1,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
447,স্থিতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
448,স্থিতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
449,স্থিতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
