id,ChapterName,difficulty_1_to_5,difficulty_reason,covered_model_count,difficulty_model_count,raw_solved_count,solved_with_reasoning_count,small_model_solved_count,failed_count,difficulty_failed_models,gpt5_manual_label,qwen3_4b_manual_label,qwen2_5_7b_manual_label,gemma3_4b_manual_label,mistral3_3b_manual_label,gpt5_judge_label,qwen3_4b_judge_label,qwen2_5_7b_judge_label,gemma3_4b_judge_label,mistral3_3b_judge_label,llama3_2_3b_judge_label,failed_models,non_genuine_failure_models_from_notes,dominant_error_types,manual_note,expected_final_answer
349,বহুপদী ও সমীকরণ,4,"1/4 small models solved with proper reasoning; failed small models: qwen3_4b,qwen2_5_7b,mistral3_3b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,2,2,1,3,"qwen3_4b,qwen2_5_7b,mistral3_3b",1,0,0,1,0,1,0,0,1,0,0,"qwen3_4b,qwen2_5_7b,mistral3_3b",,"no_or_insufficient_reasoning,arithmetic_or_algebra_error","Qwen3: squared-root equation ঠিক করেছে, কিন্তু বলেছে \(\alpha,\beta\) নির্ণয় করা যায় না। এটি ভুল, কারণ original quadratic থেকেই সরাসরি quadratic formula দিয়ে \(\alpha,\beta\) পাওয়া যায়। Qwen2.5: নতুন সমীকরণ ঠিক দিয়েছে, কিন্তু \(\alpha,\beta\)-এর explicit মান দেয়নি। শুধু \(\alpha+\beta\) ও \(\alpha\beta\) বলেছে, তাই উত্তর অসম্পূর্ণ। Mistral: নতুন সমীকরণ ঠিক দিয়েছে: \[ x^2+(2c-4b^2)x+c^2=0 \] এটি expected form-এর সমান। কিন্তু \(\alpha,\beta\)-এর মান দেয়নি, তাই অসম্পূর্ণ।","$x^2-(4b^2-2c)x+c^2=0$, $\alpha=-b+\sqrt{b^2-c}$, $\beta=-b-\sqrt{b^2-c}$"
350,বহুপদী ও সমীকরণ,4,"1/4 small models solved with proper reasoning; failed small models: qwen2_5_7b,gemma3_4b,mistral3_3b; GPT-5 excluded from difficulty score",5,4,2,2,1,3,"qwen2_5_7b,gemma3_4b,mistral3_3b",1,1,0,0,0,1,1,0,0,0,0,"qwen2_5_7b,gemma3_4b,mistral3_3b",,"arithmetic_or_algebra_error,geometry_condition_error","Gemma: যোগফল প্রায় ঠিক পথে করলেও product calculation পরিষ্কারভাবে শেষ করতে পারেনি। বিশেষ করে \((\beta+3\alpha)(3\beta+\alpha)\) expand করে symmetric form-এ নামানো দরকার ছিল। Qwen2.5: যোগফল ঠিক পেয়েছে, কিন্তু গুণফল ভুল করেছে। তার final \(3x^2+20x-58=0\), অর্থাৎ constant term ভুল। সঠিক product \(-1\), তাই constant হওয়া উচিত \(-3\), \(-58\) নয়। Mistral: product calculation ভুল করেছে, তাই \(21x^2+140x-261=0\) পেয়েছে। sum অংশ scaled form-এ মিললেও গুণফল ঠিক নয়",$3x^2+20x-3=0$
351,বহুপদী ও সমীকরণ,2,3/4 small models solved with proper reasoning; failed small models: gemma3_4b; GPT-5 excluded from difficulty score,5,4,4,4,3,1,gemma3_4b,1,1,1,0,1,1,1,1,0,1,0,gemma3_4b,,arithmetic_or_algebra_error,"gemma: mistake. reciprocal roots হলে product 1 হতে হবে, কিন্তু model ভুলভাবে k=±i পেয়েছে। Label 0 ঠিক।","$k=4,-1$"
352,বহুপদী ও সমীকরণ,4,"1/4 small models solved with proper reasoning; failed small models: qwen3_4b,qwen2_5_7b,gemma3_4b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,2,2,1,3,"qwen3_4b,qwen2_5_7b,gemma3_4b",1,0,0,0,1,1,0,0,0,1,0,"qwen3_4b,qwen2_5_7b,gemma3_4b",,"wrong_final_value_or_expression,formula_or_method_error,arithmetic_or_algebra_error","qwen3: mistake. সাধারণ root condition থেকে p+q=-1 ব্যবহার করে numeric roots বের করেনি; symbolic expression-এ থেমেছে। Label 0 ঠিক। gemma: mistake. final x=-p দিয়েছে, যা নির্ণেয় numeric roots নয়। Label 0 ঠিক। qwen2.5: mistake. অপ্রয়োজনীয় symbolic quadratic formula দিয়েছে, final roots বের করেনি। Label 0 ঠিক। Crux: gpt5 ও mistral ঠিক; বাকিরা condition simplify করতে পারেনি।","$x=3,x=-3/2$"
353,বহুপদী ও সমীকরণ,3,"2/4 small models solved with proper reasoning; failed small models: qwen2_5_7b,gemma3_4b; GPT-5 excluded from difficulty score",5,4,3,3,2,2,"qwen2_5_7b,gemma3_4b",1,1,0,0,1,1,1,0,0,1,0,"qwen2_5_7b,gemma3_4b",,"missing_case_or_domain_error,arithmetic_or_algebra_error",gemma: mistake. শুধু 2x^2-x+11=0 দিয়েছে; required চতুর্ঘাত equation গঠন করেনি। Label 0 ঠিক। qwen2.5: mistake. ভুল quartic x^4-5x^3+10x^2-10x+10=0 দিয়েছে। Label 0 ঠিক।,$x^4-x^3-9x^2-x+30=0$
354,বহুপদী ও সমীকরণ,4,"1/4 small models solved with proper reasoning; failed small models: qwen2_5_7b,gemma3_4b,mistral3_3b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,2,2,1,3,"qwen2_5_7b,gemma3_4b,mistral3_3b",1,1,0,0,0,1,1,0,0,0,0,"qwen2_5_7b,gemma3_4b,mistral3_3b",,"format_or_final_extraction,no_or_insufficient_reasoning,missing_case_or_domain_error","gemma: mistake. শুধু \(\alpha/\beta\)-এর একটি মানের মতো expression দিয়েছে, required equation দেয়নি। Label 0 ঠিক। mistral: mistake. 2x^2-5x+3=0 দিয়েছে, যা ভুল। Label 0 ঠিক। qwen2.5: mistake. final answer missing/incorrect; required equation দেয়নি। Label 0 ঠিক।",$3x^2-19x+3=0$
355,বহুপদী ও সমীকরণ,1,4/4 small models solved with proper reasoning; GPT-5 excluded from difficulty score,5,4,5,5,4,0,,1,1,1,1,1,1,0,1,1,1,0,,,,,"$\frac{1}{4}, \frac{1}{2}, \frac{3}{4}$"
356,দ্বিপদী বিস্তৃতি,3,"2/4 small models solved with proper reasoning; failed small models: qwen2_5_7b,gemma3_4b; GPT-5 excluded from difficulty score",5,4,3,3,2,2,"qwen2_5_7b,gemma3_4b",1,1,0,0,1,0,0,1,0,0,0,"qwen2_5_7b,gemma3_4b",,arithmetic_or_algebra_error,"gemma: mistake. final 3 দিয়েছে, coefficient formula নয়। Label 0 ঠিক। qwen2.5: mistake. \(-\frac{1}{2(3-x)}\) term expand করতে গিয়ে factor 1/2 হারিয়েছে; answer হয়েছে \(\frac12-\frac1{3^{r+1}}\), যা ভুল। Label 1, তাই false positive। Crux: qwen3, gpt5, mistral correct but false negative; qwen2.5 false positive।",$\frac{1}{2}\left[1-\frac{1}{3^{r+1}}\right]$
357,দ্বিপদী বিস্তৃতি,3,"2/4 small models solved with proper reasoning; failed small models: qwen3_4b,gemma3_4b; GPT-5 excluded from difficulty score",5,4,3,3,2,2,"qwen3_4b,gemma3_4b",1,0,1,0,1,1,0,1,0,0,0,"qwen3_4b,gemma3_4b",,wrong_final_value_or_expression,qwen3: mistake. final r=2 দিয়েছে। Label 0 ঠিক। gemma: mistake. final 4 দিয়েছে। Label 0 ঠিক। Crux: gemma ও qwen3 ভুল।,$r=5$
358,দ্বিপদী বিস্তৃতি,3,"2/4 small models solved with proper reasoning; failed small models: qwen2_5_7b,gemma3_4b; GPT-5 excluded from difficulty score",5,4,3,3,2,2,"qwen2_5_7b,gemma3_4b",1,1,0,0,1,0,1,0,0,1,1,"qwen2_5_7b,gemma3_4b",,wrong_final_value_or_expression,gemma: mistake. 15.625 দিয়েছে। Label 0 ঠিক। qwen2.5: mistake. largest term নির্ণয় না করে অস্পষ্ট/অসম্পূর্ণ উত্তর দিয়েছে। Label 0 ঠিক। Crux: gemma ও qwen2.5 ভুল।,$2.16$
359,দ্বিপদী বিস্তৃতি,2,3/4 small models solved with proper reasoning; failed small models: gemma3_4b; GPT-5 excluded from difficulty score,5,4,4,4,3,1,gemma3_4b,1,1,1,0,1,1,0,1,0,0,0,gemma3_4b,,wrong_final_value_or_expression,gemma: mistake. 10 দিয়েছে। Label 0 ঠিক।,$a=5$
360,দ্বিপদী বিস্তৃতি,5,"0/4 small models solved with proper reasoning; failed small models: qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b; GPT-5 excluded from difficulty score",5,4,1,1,0,4,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",1,0,0,0,0,1,0,0,0,0,0,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",,"wrong_final_value_or_expression,arithmetic_or_algebra_error","qwen3: mistake. \(\frac12(1-\sqrt3)\) দিয়েছে, sign ও scale দুটোই wrong। Label 0 ঠিক। gemma: mistake. unrelated hyperbolic expression দিয়েছে। Label 0 ঠিক। mistral: mistake. 1/4 দিয়েছে। Label 0 ঠিক। qwen2.5: mistake. 1/2 দিয়েছে। Label 0 ঠিক। Crux: শুধু gpt5 ঠিক।",$\sqrt{3}-1$
361,দ্বিপদী বিস্তৃতি,4,"1/4 small models solved with proper reasoning; failed small models: qwen2_5_7b,gemma3_4b,mistral3_3b; GPT-5 excluded from difficulty score",5,4,2,2,1,3,"qwen2_5_7b,gemma3_4b,mistral3_3b",1,1,0,0,0,1,0,0,0,0,0,"qwen2_5_7b,gemma3_4b,mistral3_3b",,"wrong_final_value_or_expression,format_or_final_extraction","gpt5: no mistake. Correct term দিয়েছে। Label 1 ঠিক। gemma: mistake. x^40/y^30 দিয়েছে, y-free term নয়। Label 0 ঠিক। mistral: partial mistake. detailed answer-এ correct term উল্লেখ আছে, কিন্তু final answer-এ শুধু coefficient \(\frac{105}{32}\) দিয়েছে; term হিসেবে incomplete। Label 0 strict marking-এ ঠিক। qwen2.5: mistake. final 2 দিয়েছে। Label 0 ঠিক।",$\frac{105}{32}x^{10}$
362,দ্বিপদী বিস্তৃতি,5,"0/4 small models solved with proper reasoning; failed small models: qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b; GPT-5 excluded from difficulty score",5,4,1,1,0,4,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",1,0,0,0,0,1,0,0,0,0,0,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",,wrong_final_value_or_expression,qwen3: mistake. \(\frac12(1+\sqrt2)\) দিয়েছে। Label 0 ঠিক। gemma: mistake. 1/3 দিয়েছে। Label 0 ঠিক। mistral: mistake. π/4 দিয়েছে। Label 0 ঠিক। qwen2.5: mistake. 1/\sqrt2 দিয়েছে। Label 0 ঠিক।,$2\sqrt{2}$
363,দ্বিপদী বিস্তৃতি,4,"1/4 small models solved with proper reasoning; failed small models: qwen2_5_7b,gemma3_4b,mistral3_3b; GPT-5 excluded from difficulty score",5,4,2,2,1,3,"qwen2_5_7b,gemma3_4b,mistral3_3b",1,1,0,0,0,1,1,0,0,0,0,"qwen2_5_7b,gemma3_4b,mistral3_3b",,wrong_final_value_or_expression,gemma: mistake. 4096 দিয়েছে। Label 0 ঠিক। mistral: mistake. 191 দিয়েছে। Label 0 ঠিক। qwen2.5: mistake. 1 দিয়েছে। Label 0 ঠিক। Crux: qwen3 ও gpt5 ঠিক; বাকিরা ভুল।,$924$
364,দ্বিপদী বিস্তৃতি,4,"1/4 small models solved with proper reasoning; failed small models: qwen3_4b,gemma3_4b,mistral3_3b; GPT-5 excluded from difficulty score",5,4,2,2,1,3,"qwen3_4b,gemma3_4b,mistral3_3b",1,0,1,0,0,1,0,1,0,0,0,"qwen3_4b,gemma3_4b,mistral3_3b",,"arithmetic_or_algebra_error,wrong_final_value_or_expression","qwen3: mistake. p=14 ঠিক, কিন্তু relation ভুলভাবে equal বলেছে। Label 0 ঠিক। gemma: mistake. p=244 দিয়েছে। Label 0 ঠিক। mistral: mistake. p=14 ঠিক, কিন্তু relation ভুল বলেছে। Label 0 ঠিক।",$p=14$; $x^6$ এর সহগ $=3\times x^4$ এর সহগ
365,দ্বিপদী বিস্তৃতি,3,"2/4 small models solved with proper reasoning; failed small models: qwen2_5_7b,gemma3_4b; GPT-5 excluded from difficulty score",5,4,3,3,2,2,"qwen2_5_7b,gemma3_4b",1,1,0,0,1,1,1,0,0,1,0,"qwen2_5_7b,gemma3_4b",,"format_or_final_extraction,wrong_final_value_or_expression",gemma: mistake. 0 দিয়েছে। Label 0 ঠিক। qwen2.5: mistake. repetitive/incoherent derivation; final answer missing। Label 0 ঠিক।,$\frac{a}{b}=\frac{5}{8}$
366,দ্বিপদী বিস্তৃতি,4,"1/4 small models solved with proper reasoning; failed small models: qwen3_4b,qwen2_5_7b,gemma3_4b; GPT-5 excluded from difficulty score",5,4,1,1,1,4,"qwen3_4b,qwen2_5_7b,gemma3_4b",0,0,0,0,1,0,0,0,0,0,0,"gpt5,qwen3_4b,qwen2_5_7b,gemma3_4b",,"format_or_final_extraction,wrong_final_value_or_expression","qwen3: mistake. 45/17 দিয়েছে। Label 0 ঠিক। gpt5: mistake/incomplete. reasoning-এ a=5 possibility পেয়েছে, কিন্তু final answer দেয়নি এবং sign cases নিয়ে confused হয়েছে। Label 0 ঠিক। gemma: mistake. a=243/29 দিয়েছে। Label 0 ঠিক। qwen2.5: mistake. final answer missing/incomplete। Label 0 ঠিক।",$a=5$
367,দ্বিপদী বিস্তৃতি,2,3/4 small models solved with proper reasoning; failed small models: mistral3_3b; GPT-5 excluded from difficulty score,5,4,4,4,3,1,mistral3_3b,1,1,1,1,0,1,1,1,1,0,0,mistral3_3b,,arithmetic_or_algebra_error,mistral: mistake. Note: \(x\)-বর্জিত পদ বের করার সময় ভুল term/index নিয়েছে। তাই coefficient 13440 না হয়ে 1024 পেয়েছে। Label 0 ঠিক।,$13440$
368,দ্বিপদী বিস্তৃতি,5,"0/4 small models solved with proper reasoning; failed small models: qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,1,1,0,4,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",1,0,0,0,0,0,0,0,0,0,0,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",,"format_or_final_extraction,arithmetic_or_algebra_error,formula_or_method_error",qwen3: mistake. Note: series-কে generalized binomial form হিসেবে চিনলেও exponent 2/3 ধরে রাখতে পারেনি। final answer শুধু 3/2 দিয়েছে। তাই expected-এর সঙ্গে মেলে না। gemma: mistake. Note: বলেছে series simple closed form-এ প্রকাশ করা যায় না। কিন্তু এই series generalized binomial expansion দিয়ে closed form পাওয়া যায়। Label 0 ঠিক। mistral: mistake. Note: final answer missing/failed। series-এর sum বের করতে পারেনি। Label 0 ঠিক। qwen2.5: mistake. Note: ভুলভাবে finite-looking value 11/8 দিয়েছে। series-এর general binomial structure ধরতে পারেনি। Label 0 ঠিক,$\left(\frac{2}{3}\right)^{-2/3}$
369,দ্বিপদী বিস্তৃতি,3,"2/4 small models solved with proper reasoning; failed small models: qwen2_5_7b,mistral3_3b; GPT-5 excluded from difficulty score",5,4,3,3,2,2,"qwen2_5_7b,mistral3_3b",1,1,0,1,0,0,1,0,1,0,0,"qwen2_5_7b,mistral3_3b",,"format_or_final_extraction,arithmetic_or_algebra_error","mistral: mistake. Note: coefficient equality setup ভুল করেছে। তাই \(k=\sqrt{2/7}\) পেয়েছে, যা expected নয়। Label 0 ঠিক। qwen2.5: mistake. Note: final answer missing/incorrect। coefficient equality থেকে positive \(k\) বের করতে পারেনি। Label 0 ঠিক।",$k=\frac{1}{\sqrt{3}}$
370,দ্বিপদী বিস্তৃতি,2,3/4 small models solved with proper reasoning; failed small models: gemma3_4b; GPT-5 excluded from difficulty score,5,4,4,4,3,1,gemma3_4b,1,1,1,0,1,1,1,1,0,1,0,gemma3_4b,,geometry_condition_error,"gemma: mistake. Note: x^45 দিয়েছে, যা expansion-এর একটি term power, constant term নয়। \(x\)-বর্জিত পদ মানে \(x^0\) term দরকার ছিল। Label 0 ঠিক।",$3003$
371,দ্বিপদী বিস্তৃতি,2,3/4 small models solved with proper reasoning; failed small models: gemma3_4b; GPT-5 excluded from difficulty score,5,4,4,4,3,1,gemma3_4b,1,1,1,0,1,1,1,1,0,1,0,gemma3_4b,,arithmetic_or_algebra_error,gemma: mistake. Note: final 10 দিয়েছে। adjacent term coefficient relation solve করার সময় index shift ভুল হয়েছে। Label 0 ঠিক।,$r=11$
372,দ্বিপদী বিস্তৃতি,4,"1/4 small models solved with proper reasoning; failed small models: qwen3_4b,qwen2_5_7b,mistral3_3b; GPT-5 excluded from difficulty score",5,4,2,2,1,3,"qwen3_4b,qwen2_5_7b,mistral3_3b",1,0,0,1,0,1,0,0,1,0,0,"qwen3_4b,qwen2_5_7b,mistral3_3b",,arithmetic_or_algebra_error,"qwen3: mistake. Note: \(x^7\) ও \(x^8\)-এর coefficient equality ঠিকভাবে solve করেনি। final 14 দিয়েছে। Label 0 ঠিক। gpt5: no mistake. Note: coefficient of \(x^7\) এবং \(x^8\) equate করে সঠিকভাবে n=55 পেয়েছে। Label 1 ঠিক। mistral: mistake. Note: coefficient ratio/equality setup ভুল হওয়ায় 19 পেয়েছে। Label 0 ঠিক। qwen2.5: mistake. Note: final 15 দিয়েছে। \(x^7\), \(x^8\)-এর binomial coefficient relation ঠিকভাবে ব্যবহার করেনি। Label 0 ঠিক।",$n=55$
373,দ্বিপদী বিস্তৃতি,5,"0/4 small models solved with proper reasoning; failed small models: qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b; GPT-5 excluded from difficulty score",5,4,1,1,0,4,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",1,0,0,0,0,1,0,0,0,0,0,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",,"arithmetic_or_algebra_error,geometry_condition_error",qwen3: mistake. Note: \((8-3x)^{-1/3}=8^{-1/3}(1-\frac{3x}{8})^{-1/3}\) factor ঠিকভাবে handle করেনি। তাই coefficient 7/896 এসেছে। Label 0 ঠিক। gemma: mistake. Note: coefficient 1/128 দিয়েছে। negative fractional exponent expansion-এর coefficient calculation ভুল হয়েছে। Label 0 ঠিক। mistral: mistake. Note: 7/2048 দিয়েছে। constant factor বা binomial coefficient-এর কোনো অংশ ভুল হয়েছে। Label 0 ঠিক। qwen2.5: mistake. Note: -7/16384 দিয়েছে; sign এবং magnitude দুটোই ভুল। Label 0 ঠিক।,$\frac{7}{1536}$
375,দ্বিপদী বিস্তৃতি,4,"1/4 small models solved with proper reasoning; failed small models: qwen2_5_7b,gemma3_4b,mistral3_3b; GPT-5 excluded from difficulty score",5,4,2,2,1,3,"qwen2_5_7b,gemma3_4b,mistral3_3b",1,1,0,0,0,0,0,0,0,0,0,"qwen2_5_7b,gemma3_4b,mistral3_3b",,"arithmetic_or_algebra_error,format_or_final_extraction","gemma: mistake. Note: magnitude ঠিকের কাছাকাছি হলেও sign ভুল করেছে। expected coefficient negative, কিন্তু model positive 2475000 দিয়েছে। Label 0 ঠিক। mistral: mistake. Note: sign ও arithmetic দুটোতেই ভুল; 2494000 দিয়েছে। correct value -2475000। Label 0 ঠিক। qwen2.5: mistake. Note: exponent equation ঠিকভাবে গঠন করতে পারেনি এবং “কোনো সমাধান নেই” ধরনের ভুল পথে গেছে। final answer missing। Label 0 ঠিক।",$-{}^{12}C_5 5^5$
376,দ্বিপদী বিস্তৃতি,4,"1/4 small models solved with proper reasoning; failed small models: qwen2_5_7b,gemma3_4b,mistral3_3b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,2,2,1,3,"qwen2_5_7b,gemma3_4b,mistral3_3b",1,1,0,0,0,1,0,0,0,0,0,"qwen2_5_7b,gemma3_4b,mistral3_3b",,"question_misinterpretation,no_or_insufficient_reasoning","gemma: mistake. Note: কয়েকটি term expand করেছে, কিন্তু general coefficient formula দেয়নি। final series-এ coefficient pattern-ও ভুল হয়েছে। Label 0 ঠিক। mistral: mistake. Note: coefficient \(2^{n-1}+3^{n-1}\) দিয়েছে। correct expression হওয়া উচিত \(3^{n+1}-2^{n+1}\)। Label 0 ঠিক। qwen2.5: mistake. Note: general \(x^n\)-এর coefficient না দিয়ে \(n=3\) ধরে 65 দিয়েছে। প্রশ্নে arbitrary \(n\)-এর coefficient চাওয়া হয়েছিল। Label 0 ঠিক।",$3^{n+1}-2^{n+1}$
377,কণিক,4,"1/4 small models solved with proper reasoning; failed small models: qwen2_5_7b,gemma3_4b,mistral3_3b; GPT-5 excluded from difficulty score",5,4,1,1,1,4,"qwen2_5_7b,gemma3_4b,mistral3_3b",0,1,0,0,0,0,0,0,0,0,0,"gpt5,qwen2_5_7b,gemma3_4b,mistral3_3b",,"arithmetic_or_algebra_error,question_misinterpretation","gpt5: mistake. Note: প্রশ্নে triangle-এর vertex দুই focus ও মূলবিন্দু, কিন্তু model ভুলে center (2,3)-কে তৃতীয় vertex ধরেছে। তাই তিনটি point collinear হয়ে area 0 পেয়েছে। Label 0 ঠিক। gemma: mistake. Note: final 12 দিয়েছে। foci বা area calculation কোনো ধাপে ভুল হয়েছে। Label 0 ঠিক। mistral: mistake. Note: final 10 দিয়েছে। ellipse-এর foci থেকে triangle area নির্ণয়ে ভুল করেছে। Label 0 ঠিক। qwen2.5: mistake. Note: final 5 দিয়েছে। base-height/coordinate area calculation ভুল। Label 0 ঠিক।",$9$ বর্গ একক
378,কণিক,5,"0/4 small models solved with proper reasoning; failed small models: qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b; GPT-5 excluded from difficulty score",5,4,1,1,0,4,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",1,0,0,0,0,1,0,0,0,0,0,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",,arithmetic_or_algebra_error,"qwen3: mistake. Note: focus (0,2) ও directrix y=-4 থেকে center/axis ভুল নিয়েছে। তাই equation \(\frac{x^2}{108}+\frac{(y-2)^2}{144}=1\) এবং latus rectum 12 দিয়েছে। Label 0 ঠিক। gemma: mistake. Note: equation-এ center shift ভুল করেছে; expected (y-4)^2, কিন্তু model effectively center/orientation ভুল নিয়েছে। latus rectum-ও ভুল। Label 0 ঠিক। mistral: mistake. Note: equation \(\frac{x^2}{36}+\frac{(y-2)^2}{9}=1\) দিয়েছে, যা focus/directrix condition satisfy করে না। latus rectum 12 দিয়েছে, expected 6। Label 0 ঠিক। qwen2.5: mistake. Note: equation \(\frac{x^2}{4}+\frac{(y-1)^2}{3}=1\) দিয়েছে। center, axes, latus rectum সবই expected থেকে আলাদা। Label 0 ঠিক।","$\frac{x^2}{12}+\frac{(y-4)^2}{4^2}=1$, $6$ একক"
379,কণিক,4,"1/4 small models solved with proper reasoning; failed small models: qwen2_5_7b,gemma3_4b,mistral3_3b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,1,1,1,4,"qwen2_5_7b,gemma3_4b,mistral3_3b",0,1,0,0,0,0,0,0,0,0,0,"gpt5,qwen2_5_7b,gemma3_4b,mistral3_3b",,"formula_or_method_error,no_or_insufficient_reasoning","gpt5: partial mistake. Note: locus, eccentricity, foci ঠিক দিয়েছে। কিন্তু directrix-এর বদলে latus rectum length 9/2 বা 9 দিয়েছে। তাই expected চারটি item-এর মধ্যে directrix missing/wrong। Label 0 ঠিক। gemma: mistake. Note: locus ভুলভাবে x^2-9y^2=4 টাইপ দিয়েছে, যা correct hyperbola নয়। eccentricity/directrix/foci-ও ভুল। Label 0 ঠিক। mistral: partial mistake. Note: locus, eccentricity, foci ঠিক দিয়েছে। কিন্তু directrix equation \(x=\pm4/\sqrt{13}\) না দিয়ে শুধু transverse axis বা incomplete directrix দিয়েছে। Label 0 strict marking-এ ঠিক। qwen2.5: mistake. Note: locus ঠিক পেলেও পরে conic চিনতে ব্যর্থ হয়েছে। directrix, eccentricity, foci নির্ণয় করা যায় না বলেছে, যা ভুল। Label 0 ঠিক।","$\frac{x^2}{2^2}-\frac{y^2}{3^2}=1$, $e=\sqrt{1+\frac{3^2}{2^2}}$, $\sqrt{13}x=\pm4$, $(\pm\sqrt{13},0)$"
380,অন্তরীকরণ,3,"2/4 small models solved with proper reasoning; failed small models: qwen2_5_7b,mistral3_3b; GPT-5 excluded from difficulty score",5,4,3,3,2,2,"qwen2_5_7b,mistral3_3b",1,1,0,1,0,1,1,0,1,0,0,"qwen2_5_7b,mistral3_3b",,arithmetic_or_algebra_error,"mistral: mistake. Note: (9,81) দিয়েছে, যা curve-এ থাকলেও (18,0) থেকে closest point নয়। derivative/minimization step ভুল। Label 0 ঠিক। qwen2.5: mistake. Note: final (9,81) দিয়েছে। closest point নির্ণয়ে distance square minimize করা হয়নি বা ভুল critical point নিয়েছে। Label 0 ঠিক।","$(2,4)$"
381,কণিক,3,"2/4 small models solved with proper reasoning; failed small models: qwen2_5_7b,mistral3_3b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,2,2,2,3,"qwen2_5_7b,mistral3_3b",0,1,0,1,0,0,1,0,1,0,0,"gpt5,qwen2_5_7b,mistral3_3b",,"format_or_final_extraction,question_misinterpretation,geometry_condition_error","Qwen2.5: ভুলভাবে দুইটি বিন্দু দিয়েছে। সে quadratic-এর discriminant ঋণাত্মক হওয়া সত্ত্বেও বাস্তব ছেদবিন্দু ধরে নিয়েছে। Mistral: \(\left(\frac{3}{16},\frac32\right)\) দিয়েছে। এই বিন্দু পরাবৃত্তে আছে, কারণ \((3/2)^2=12\cdot3/16\), কিন্তু রেখায় নেই: \[ 4\cdot\frac{3}{16}+2=\frac34+2=\frac{11}{4}\neq \frac32 \] তাই এটি স্পর্শবিন্দু হতে পারে না। GPT-5: final answer অসম্পূর্ণ/খালি, তাই উত্তর দেয়নি। Crux: মূল পরীক্ষা ছিল substitution করে discriminant দেখা। \(D<0\), তাই স্পর্শ নয়; যারা বিন্দু বের করেছে তারা tangent condition যাচাই করেনি",সরল রেখাটি পরাবৃত্তিকে স্পর্শ করে না।
382,কণিক,5,"0/4 small models solved with proper reasoning; failed small models: qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,1,1,0,4,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",1,0,0,0,0,1,0,0,0,0,0,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",,"question_misinterpretation,arithmetic_or_algebra_error,geometry_condition_error","Gemma: focus-directrix definition ব্যবহার না করে কেন্দ্র-অক্ষধর্মী ellipse ধরে নিয়েছে। কিন্তু directrix \(x-y-4=0\) তির্যক, তাই সাধারণ \(\frac{(x-h)^2}{a^2}+\frac{(y-k)^2}{b^2}=1\) ধরে কাজ করলে ভুল হবে। Qwen3: \(\frac{(x-2)^2}{5}+\frac{(y+2)^2}{3}=1\) দিয়েছে, যা given focus/directrix relation থেকে আসে না। সে সম্ভবত কেন্দ্র অনুমান করেছে। Qwen2.5: \(\frac{(x-1)^2}{2}+\frac{(y+1)^2}{2}=1\) দিয়েছে। এটি circle/axis-aligned ellipse ধরনের অনুমান, directrix ব্যবহার করা হয়নি। Mistral: axis-aligned ellipse বানিয়েছে। কিন্তু directrix \(x-y-4=0\) oblique হওয়ায় এই approach ভুল। Crux: এই সমস্যার মূল ছিল focus-directrix definition. যেসব মডেল ellipse-কে axis-aligned ধরে নিয়েছে, তারা directrix-এর তির্যক অবস্থান হারিয়ে ফেলেছে।",$3x^2+3y^2+2xy-8=0$
