id,ChapterName,model,manual_label,manual_status,judge_label,genuine_failure,error_type,model_note,expected_final_answer,predicted_final_answer
294,সমাকলন,gpt5,1,correct,1,0,correct,,$2\sqrt{1+e^x}+\ln\frac{\sqrt{1+e^x}-1}{\sqrt{1+e^x}+1}+C$,2\sqrt{1+e^x}+\ln\left(\frac{\sqrt{1+e^x}-1}{\sqrt{1+e^x}+1}\right)+C
294,সমাকলন,qwen3_4b,1,correct,1,0,correct,,$2\sqrt{1+e^x}+\ln\frac{\sqrt{1+e^x}-1}{\sqrt{1+e^x}+1}+C$,$2\sqrt{1 + e^x} + \ln \left| \frac{\sqrt{1 + e^x} - 1}{\sqrt{1 + e^x} + 1} \right| + C$
294,সমাকলন,qwen2_5_7b,0,failure,0,1,no_or_insufficient_reasoning,"Qwen2.5: ভুল। তার answer: \[ 2\sqrt{1+e^x}-2\ln(\sqrt{1+e^x}+e^{x/2})+C \] expected form-এর equivalent নয়। সে কোনো valid derivation দেয়নি, শুধু formula বসিয়েছে। Correct log term হওয়া উচিত: \[ \ln\left|\frac{\sqrt{1+e^x}-1}{\sqrt{1+e^x}+1}\right| \] এখানে \(e^{x/2}\) যুক্ত expression আলাদা derivative দেয়।",$2\sqrt{1+e^x}+\ln\frac{\sqrt{1+e^x}-1}{\sqrt{1+e^x}+1}+C$,$2\sqrt{1+e^x} - 2\ln(\sqrt{1+e^x} + e^{x/2}) + C$
294,সমাকলন,gemma3_4b,0,failure,0,1,arithmetic_or_algebra_error,"Gemma: ভুল। সে \(u=1+e^x\) নিয়েছে, কিন্তু লিখেছে: \[ dx=\frac{du}{e^x}=\frac{du}{u} \] এখানেই ভুল। কারণ \(u=1+e^x\), তাই \(e^x=u-1\), \(u\) নয়। সঠিকভাবে: \[ dx=\frac{du}{u-1} \] এই ভুলের কারণে log term হারিয়েছে এবং শুধু \(2\sqrt{1+e^x}\) পেয়েছে।",$2\sqrt{1+e^x}+\ln\frac{\sqrt{1+e^x}-1}{\sqrt{1+e^x}+1}+C$,$2\sqrt{1+e^x} + C$
294,সমাকলন,mistral3_3b,0,failure,0,1,arithmetic_or_algebra_error,Mistral: ভুল। সে \(u=\sqrt{1+e^x}\) নিলেও derivative ভুল করেছে। লিখেছে: \[ du=\frac{u}{2}dx \] কিন্তু সঠিক: \[ du=\frac{e^x}{2u}dx=\frac{u^2-1}{2u}dx \] এই \(u^2-1\) factor বাদ যাওয়ায় log term হারিয়েছে।,$2\sqrt{1+e^x}+\ln\frac{\sqrt{1+e^x}-1}{\sqrt{1+e^x}+1}+C$,\( 2\sqrt{1 + e^x} + C \)
295,সমাকলন,gpt5,1,correct,1,0,correct,,$e-\frac{2}{\log2}$,(e-\dfrac{2}{\ln 2}\)
295,সমাকলন,qwen3_4b,0,failure,0,1,formula_or_method_error,Qwen3: ভুল। সে logarithmic integral/Ei function নিয়ে অপ্রয়োজনীয় পথে গেছে এবং শেষে \(\boxed{1}\) দিয়েছে। মূল derivative pattern চিনতে পারেনি।,$e-\frac{2}{\log2}$,$$ \boxed{1} $$
295,সমাকলন,qwen2_5_7b,0,failure,0,1,arithmetic_or_algebra_error,Qwen2.5: ভুল। সে antiderivative হিসেবে \(-\frac1{\log x}+\frac1{\log x}\) ধরনের অর্থহীন cancellation করেছে। এই expression-এর derivative আসল integrand নয়।,$e-\frac{2}{\log2}$,0
295,সমাকলন,gemma3_4b,0,failure,0,1,no_or_insufficient_reasoning,Gemma: ভুল। সে integral-কে আলাদা করে \(\int \frac{dx}{\log x}\) ও \(\int \frac{dx}{(\log x)^2}\) হিসেবে দেখে “special function” ভেবে থেমে গেছে। কিন্তু পুরো integrand একসাথে দেখলে এটা সরাসরি \(\frac{x}{\log x}\)-এর derivative।,$e-\frac{2}{\log2}$,এই সমস্যাটির সমাধান বেশ জটিল এবং এর জন্য বিশেষায়িত পদ্ধতি বা টেবিল থেকে মান ব্যবহার করতে হতে পারে।
295,সমাকলন,mistral3_3b,0,failure,0,1,question_misinterpretation,"Mistral: ভুল। সে ভুলভাবে ধরেছে: \[ \int\frac{dx}{\log x}=x\log x-x \] কিন্তু এর derivative \(\log x\), \(\frac1{\log x}\) নয়। তাই অতিরিক্ত terms এসেছে।",$e-\frac{2}{\log2}$,\[ e + 2 - 2 \ln 2 - \frac{2}{\ln 2} \]
296,সমাকলন,gpt5,1,correct,1,0,correct,,$\frac{1}{2}\tan^{-1}\left(\frac{\tan\theta}{2}\right)+c$,1}{2}\arctan\!\left(\frac{\tan\theta}{2}\right)+C
296,সমাকলন,qwen3_4b,0,failure,0,1,formula_or_method_error,"Qwen3: ভুল। সে formula ব্যবহার করেছে, কিন্তু formula-তে argument উল্টো বসিয়েছে। সঠিক: \[ \frac12\tan^{-1}\left(\frac{\tan\theta}{2}\right) \] কিন্তু সে দিয়েছে: \[ \frac12\tan^{-1}(2\tan\theta) \]",$\frac{1}{2}\tan^{-1}\left(\frac{\tan\theta}{2}\right)+c$,$\frac{1}{2} \tan^{-1}(2 \tan\theta) + C$
296,সমাকলন,qwen2_5_7b,0,failure,0,1,arithmetic_or_algebra_error,"Qwen2.5: ভুল। সে \(t=\tan\theta\) ঠিক নিয়েছে, কিন্তু \[ \int\frac{dt}{t^2+4} \] এর coefficient ভুল করেছে। সঠিক coefficient \(\frac12\), কিন্তু সে \(\frac14\) দিয়েছে।",$\frac{1}{2}\tan^{-1}\left(\frac{\tan\theta}{2}\right)+c$,$\frac{1}{4}\arctan\left(\frac{\tan\theta}{2}\right) + C$
296,সমাকলন,gemma3_4b,0,failure,0,1,arithmetic_or_algebra_error,Gemma: ভুল। \(\cos^2\theta=\frac{1+\cos2\theta}{2}\) বসানোর সময় arithmetic ভুল করেছে। সে denominator-কে \(4+3\cos2\theta\)-জাতীয় বানিয়ে শেষ পর্যন্ত \(t^2+7\) পেয়েছে। আসলে \(t=\tan\theta\) নিলে denominator সরাসরি \(t^2+4\) হয়।,$\frac{1}{2}\tan^{-1}\left(\frac{\tan\theta}{2}\right)+c$,$\frac{1}{\sqrt{7}}\tan^{-1}\left(\frac{\tan\theta}{\sqrt{7}}\right) + C$
296,সমাকলন,mistral3_3b,0,failure,0,1,geometry_condition_error,"Mistral: ভুল। \[ 1+3\cos^2\theta=\frac52+\frac32\cos2\theta \] পর্যন্ত ঠিক, কিন্তু এরপর সেটাকে ভুলভাবে \(\frac23\int\frac{d\theta}{1+\cos2\theta}\)-জাতীয় বানিয়েছে। constants বাদ পড়ে গেছে।",$\frac{1}{2}\tan^{-1}\left(\frac{\tan\theta}{2}\right)+c$,** \[ \boxed{\frac{\theta}{3} + \frac{2}{3} \arctan\left(\sqrt{3} \tan\theta\right) + C} \]
297,সমাকলন,gpt5,0,failure,0,1,missing_case_or_domain_error,GPT-5: আংশিক ভুল।,$-2\cos x-x+c$,- 2\cos x + C
297,সমাকলন,qwen3_4b,0,failure,0,1,arithmetic_or_algebra_error,Qwen3: ভুল। সে expression-কে polynomial-like ভাবে integrate করেছে: \[ -\sin x-\cos x+\frac12\sin^2x \] কিন্তু integrand আগে simplify করলে \(1+2\sin x\) হয়। সে algebraic cancellation মিস করেছে।,$-2\cos x-x+c$,$$ \int\frac{\sin x+\cos2x}{1-\sin x}dx = -\sin x - \cos x + \frac{1}{2} \sin^2 x + C $$
297,সমাকলন,qwen2_5_7b,0,failure,0,1,format_or_final_extraction,Qwen2.5: কার্যকর final দেয়নি।,$-2\cos x-x+c$,
297,সমাকলন,gemma3_4b,0,failure,0,1,arithmetic_or_algebra_error,Gemma: ভুল। সে numerator-denominator factorization ধরতে পারেনি এবং logarithmic form \(2\ln|1-\sin x|\) দিয়েছে। এর derivative original integrand নয়।,$-2\cos x-x+c$,$2\ln|1-\sin x| + C$
297,সমাকলন,mistral3_3b,1,correct,0,0,correct,"Mistral: literal question অনুযায়ী সঠিক। সে দিয়েছে: \[ -2\cos x+x+C \] যা \(x-2\cos x+C\)। কিন্তু dataset expected \(-x-2\cos x+C\), তাই label 0 হয়েছে। এখানে expected answer সম্ভবত ভুল।",$-2\cos x-x+c$,** \[ -2\cos x + x + C \]
298,সমাকলন,gpt5,1,correct,0,0,correct,,$\frac{1}{\sqrt{2}}\ln\frac{\sqrt{2}+1}{\sqrt{2}-1}$,"2}\,\ln(1+\sqrt{2})"
298,সমাকলন,qwen3_4b,1,correct,0,0,correct,,$\frac{1}{\sqrt{2}}\ln\frac{\sqrt{2}+1}{\sqrt{2}-1}$,$\sqrt{2} \ln (\sqrt{2} + 1)$
298,সমাকলন,qwen2_5_7b,0,failure,0,1,question_misinterpretation,"Qwen2.5: ভুল। সে দিয়েছে: \[ \frac1{\sqrt2}\ln\left|\frac{\tan(\pi/8)}{\tan(3\pi/8)}\right| \] এটি আসলে reciprocal ratio, তাই negative value দেয়। Integral positive হওয়া উচিত।",$\frac{1}{\sqrt{2}}\ln\frac{\sqrt{2}+1}{\sqrt{2}-1}$,[ \frac{1}{\sqrt{2}}\ln\left|\frac{\tan\left(\frac{\pi}{8}\right)}{\tan\left(\frac{3\pi}{8}\right)}\right| \]
298,সমাকলন,gemma3_4b,1,correct,0,0,correct,,$\frac{1}{\sqrt{2}}\ln\frac{\sqrt{2}+1}{\sqrt{2}-1}$,$\sqrt{2}\ln(1+\sqrt{2})$
298,সমাকলন,mistral3_3b,0,failure,0,1,arithmetic_or_algebra_error,"Mistral: ভুল। সে \(\ln(\sqrt2+1)\) দিয়েছে, কিন্তু বাইরে \(\sqrt2\) factor missing।",$\frac{1}{\sqrt{2}}\ln\frac{\sqrt{2}+1}{\sqrt{2}-1}$,\(\ln(\sqrt{2} + 1)\)
299,সমাকলন,gpt5,1,correct,1,0,correct,,$\frac{1}{6}\ln\left|\frac{e^{x^3}-1}{e^{x^3}+1}\right|+c$,(1/6) ln|tanh(x^3/2)| + C
299,সমাকলন,qwen3_4b,0,failure,1,1,arithmetic_or_algebra_error,Qwen3: ভুল। সে দিয়েছে: \[ -\frac13\ln|1-e^{-x^3}|+C \] এর derivative হয় roughly \[ -\frac{x^2}{e^{x^3}-1} \] যা original denominator \(e^{x^3}-e^{-x^3}\)-এর সাথে মেলে না। সে \(e^{-x^3}\) term-এর structure ঠিকভাবে handle করেনি।,$\frac{1}{6}\ln\left|\frac{e^{x^3}-1}{e^{x^3}+1}\right|+c$,$$ -\frac{1}{3} \ln\left|1 - e^{-x^3}\right| + C $$
299,সমাকলন,qwen2_5_7b,0,failure,0,1,arithmetic_or_algebra_error,Qwen2.5: ভুল। সে \(\frac16\cosh(x^3)\) দিয়েছে। কিন্তু derivative: \[ \frac12x^2\sinh(x^3) \] যা original integrand নয়। Hyperbolic relation ভুলভাবে ব্যবহার করেছে।,$\frac{1}{6}\ln\left|\frac{e^{x^3}-1}{e^{x^3}+1}\right|+c$,[ \frac{1}{6} \cosh(x^3) + C \]
299,সমাকলন,gemma3_4b,1,correct,1,0,correct,,$\frac{1}{6}\ln\left|\frac{e^{x^3}-1}{e^{x^3}+1}\right|+c$,$\frac{1}{6} \ln\left|\frac{e^{x^3}-1}{e^{x^3}+1}\right| + C$
299,সমাকলন,mistral3_3b,0,failure,1,1,arithmetic_or_algebra_error,"Mistral: ভুল, label 1 হলে false positive। সে দিয়েছে: \[ \frac13\ln|\coth(x^3/2)|+C \] কিন্তু expected হলো: \[ \frac16\ln|\tanh(x^3/2)|+C \] কারণ \[ \tanh(x^3/2)=\frac{e^{x^3}-1}{e^{x^3}+1} \] reciprocal নিয়েছে এবং coefficient-ও দ্বিগুণ।",$\frac{1}{6}\ln\left|\frac{e^{x^3}-1}{e^{x^3}+1}\right|+c$,\[ \frac{1}{3} \ln\left|\coth\left(\frac{x^3}{2}\right)\right| + C \]
300,সমাকলন,gpt5,1,correct,1,0,correct,,$\frac{1}{2a}$,1}{2a}
300,সমাকলন,qwen3_4b,0,failure,0,1,arithmetic_or_algebra_error,"Qwen3: ভুল। সে expression-কে এমনভাবে split করেছে যাতে শেষে \(\int\frac{dx}{a^2+x^2}\) পায় এবং \(\frac{\pi}{4a}\) দেয়। কিন্তু original integrand সরাসরি \(\frac{x}{a^2+x^2}\)-এর derivative। \(\frac{\pi}{4a}\) হলে সেটা \(\int_0^a\frac{dx}{a^2+x^2}\)-এর মান, original integral-এর নয়।",$\frac{1}{2a}$,$$ \frac{\pi}{4a} $$
300,সমাকলন,qwen2_5_7b,0,failure,0,1,arithmetic_or_algebra_error,"Qwen2.5: ভুল। সে \(x=a\tan\theta\) নিয়েছে, যা ঠিক। কিন্তু substitution-এর পর একটি \(\frac1a\) factor বাদ দিয়েছে। সঠিকভাবে integrand হয়: \[ \frac1a\cos2\theta\,d\theta \] তাই মান \(\frac1{2a}\), \(\frac12\) নয়।",$\frac{1}{2a}$,$\frac{1}{2}$
300,সমাকলন,gemma3_4b,0,failure,0,1,dimension_or_structure_error,Gemma: ভুল। সে derivative pattern \(\frac{x}{a^2+x^2}\) চিনতে পারেনি এবং unnecessary decomposition করে dimensionally inconsistent answer দিয়েছে। তার final-এ \(a\)-এর power-সহ অপ্রাসঙ্গিক terms এসেছে।,$\frac{1}{2a}$,$\frac{1}{4} - \frac{\pi}{8a^3} + \frac{1}{4a^3}$
300,সমাকলন,mistral3_3b,0,failure,0,1,question_misinterpretation,"Mistral: ভুল। Qwen3-এর মতোই \(\frac{\pi}{4a}\) পেয়েছে, অর্থাৎ original integrand-কে \(\frac{1}{a^2+x^2}\)-জাতীয় ধরে ফেলেছে।",$\frac{1}{2a}$,\(\frac{\pi}{4a}\)
301,সমাকলন,gpt5,1,correct,1,0,correct,,$\frac{1}{54}\left(\tan^{-1}\frac{x}{3}+\frac{3x}{9+x^2}\right)+c$,[ \frac{x}{18(x^2+9)}+\frac{1}{54}\arctan\frac{x}{3}+C \]
301,সমাকলন,qwen3_4b,1,correct,0,0,correct,,$\frac{1}{54}\left(\tan^{-1}\frac{x}{3}+\frac{3x}{9+x^2}\right)+c$,$$ \frac{x}{18(x^2 + 9)} + \frac{1}{54} \tan^{-1}\left(\frac{x}{3}\right) + C $$
301,সমাকলন,qwen2_5_7b,1,correct,0,0,correct,,$\frac{1}{54}\left(\tan^{-1}\frac{x}{3}+\frac{3x}{9+x^2}\right)+c$,$\frac{x}{18(x^2+9)} + \frac{1}{54}\tan^{-1}\left(\frac{x}{3}\right) + C$
301,সমাকলন,gemma3_4b,0,failure,0,1,question_misinterpretation,"Gemma: ভুল। সে \(x=3\tan\theta\) নিয়েছে, কিন্তু denominator square করার সময় ভুল করেছে: \[ (9\sec^2\theta)^2=81\sec^4\theta \] কিন্তু সে কার্যত \(9\sec^4\theta\) ধরে coefficient 9 গুণ বড় করে ফেলেছে। তাই \(\frac16\arctan(x/3)\)-জাতীয় ভুল coefficient এসেছে।",$\frac{1}{54}\left(\tan^{-1}\frac{x}{3}+\frac{3x}{9+x^2}\right)+c$,$\frac{1}{6}\arctan\left(\frac{x}{3}\right) + \frac{x}{6\sqrt{9 + x^2}} + C$
301,সমাকলন,mistral3_3b,1,correct,1,0,correct,,$\frac{1}{54}\left(\tan^{-1}\frac{x}{3}+\frac{3x}{9+x^2}\right)+c$,$\frac{x}{18(9 + x^2)} + \frac{1}{54} \arctan\left(\frac{x}{3}\right) + C$
302,বাস্তব সংখ্যা ও অসমতা,gpt5,1,correct,1,0,correct,,"$\left(\frac{3}{2}, \frac{5}{3}\right)\cup\left(\frac{5}{3}, \frac{11}{6}\right)$","= 5/3 সমাধান: (3/2, 5/3) ∪ (5/3, 11/6)"
302,বাস্তব সংখ্যা ও অসমতা,qwen3_4b,0,failure,0,1,format_or_final_extraction,"Qwen3: আংশিক ভুল। reasoning-এ \(x\ne\frac53\) বলেছে, কিন্তু final answer দিয়েছে: \[ \left(\frac32,\frac{11}{6}\right) \] এখানে \(\frac53\) বাদ নেই। তাই final incomplete।","$\left(\frac{3}{2}, \frac{5}{3}\right)\cup\left(\frac{5}{3}, \frac{11}{6}\right)$","$$ \left( \frac{3}{2}, \frac{11}{6} \right) $$"
302,বাস্তব সংখ্যা ও অসমতা,qwen2_5_7b,1,correct,1,0,correct,,"$\left(\frac{3}{2}, \frac{5}{3}\right)\cup\left(\frac{5}{3}, \frac{11}{6}\right)$","$x \in \left(\frac{3}{2}, \frac{5}{3}\right) \cup \left(\frac{5}{3}, \frac{11}{6}\right)$"
302,বাস্তব সংখ্যা ও অসমতা,gemma3_4b,0,failure,0,1,no_or_insufficient_reasoning,"Gemma: আংশিক ভুল। সে case-wise সমাধান ঠিক করেছে, কিন্তু শেষে interval merge করে লিখেছে: \[ \frac32<x<\frac{11}{6} \] এতে \(x=\frac53\) ঢুকে যায়, যেখানে expression অসংজ্ঞায়িত। সে আলাদা করে undefined বললেও final solution interval-এ সেটি বাদ দেয়নি।","$\left(\frac{3}{2}, \frac{5}{3}\right)\cup\left(\frac{5}{3}, \frac{11}{6}\right)$",$\frac{3}{2} < x < \frac{11}{6}$ অথবা $x = \frac{5}{3}$ (অসংজ্ঞায়িত)
302,বাস্তব সংখ্যা ও অসমতা,mistral3_3b,0,failure,0,1,missing_case_or_domain_error,"Mistral: আংশিক ভুল। সে undefined point \(x=\frac53\) বলেছে, কিন্তু solution interval দিয়েছে: \[ \left(\frac32,\frac{11}{6}\right) \] যা \(\frac53\) exclude করে না।","$\left(\frac{3}{2}, \frac{5}{3}\right)\cup\left(\frac{5}{3}, \frac{11}{6}\right)$","** অসমতাটি অসংজ্ঞায়িত হবার জন্য \( x = \frac{5}{3} \)। অসমতাটি সমাধান: \( x \in \left( \frac{3}{2}, \frac{11}{6} \right) \)."
303,বাস্তব সংখ্যা ও অসমতা,gpt5,0,failure,0,1,question_misinterpretation,"GPT-5: ভুলভাবে “football > cricket” ধরে \(C\le69\) নিয়েছে, তাই overlap 0 পেয়েছে।",$61$ জন,0 জন
303,বাস্তব সংখ্যা ও অসমতা,qwen3_4b,1,correct,1,0,correct,,$61$ জন,61
303,বাস্তব সংখ্যা ও অসমতা,qwen2_5_7b,0,failure,0,1,formula_or_method_error,Qwen2.5: cricket \(=71\) ধরলেও set formula/overlap হিসাব গুলিয়ে 83 দিয়েছে।,$61$ জন,83
303,বাস্তব সংখ্যা ও অসমতা,gemma3_4b,1,correct,1,0,correct,,$61$ জন,61
303,বাস্তব সংখ্যা ও অসমতা,mistral3_3b,1,correct,1,0,correct,,$61$ জন,** 61
304,বাস্তব সংখ্যা ও অসমতা,gpt5,1,correct,0,0,correct,,"$-\frac{11}{25}\le x\le-\frac{9}{25}$, $x\ne-\frac{2}{5}$","[ \left[-\frac{11}{25},-\frac{10}{25}\right)\cup\left(-\frac{10}{25},-\frac{9}{25}\right] \]"
304,বাস্তব সংখ্যা ও অসমতা,qwen3_4b,0,failure,0,1,no_or_insufficient_reasoning,"Qwen3: interval ঠিক পেলেও \(x\ne-\frac25\) বাদ দেয়নি। Qwen2.5-ও final-এ exclusion বাদ দিয়েছে, তাই label 1 হলে false positive।","$-\frac{11}{25}\le x\le-\frac{9}{25}$, $x\ne-\frac{2}{5}$",$$ - \frac{11}{25} \le x \le - \frac{9}{25} $$
304,বাস্তব সংখ্যা ও অসমতা,qwen2_5_7b,1,correct,1,0,correct,,"$-\frac{11}{25}\le x\le-\frac{9}{25}$, $x\ne-\frac{2}{5}$",$- \frac{11}{25} \le x \le - \frac{9}{25}$
304,বাস্তব সংখ্যা ও অসমতা,gemma3_4b,0,failure,0,1,wrong_final_value_or_expression,Gemma: ও Mistral inequality উল্টো করে বাইরে interval দিয়েছে।,"$-\frac{11}{25}\le x\le-\frac{9}{25}$, $x\ne-\frac{2}{5}$",$x \le -\frac{11}{25} \text{ অথবা } x \ge -\frac{9}{25}$
304,বাস্তব সংখ্যা ও অসমতা,mistral3_3b,1,correct,0,0,correct,,"$-\frac{11}{25}\le x\le-\frac{9}{25}$, $x\ne-\frac{2}{5}$",$x \leq -\frac{11}{25}$ বা $x \geq -\frac{9}{25}$ এবং $x \neq -\frac{2}{5}$
305,বাস্তব সংখ্যা ও অসমতা,gpt5,1,correct,1,0,correct,,$\frac{2}{3}<x<2$,2/3 < x < 2
305,বাস্তব সংখ্যা ও অসমতা,qwen3_4b,1,correct,1,0,correct,,$\frac{2}{3}<x<2$,$ \frac{2}{3} < x < 2 $
305,বাস্তব সংখ্যা ও অসমতা,qwen2_5_7b,1,correct,1,0,correct,,$\frac{2}{3}<x<2$,[\frac{2}{3} < x < 2\]
305,বাস্তব সংখ্যা ও অসমতা,gemma3_4b,1,correct,1,0,correct,,$\frac{2}{3}<x<2$,"$(\frac{2}{3}, 2)$"
305,বাস্তব সংখ্যা ও অসমতা,mistral3_3b,1,correct,1,0,correct,,$\frac{2}{3}<x<2$,\(\frac{2}{3} < x < 2\)
306,বাস্তব সংখ্যা ও অসমতা,gpt5,1,correct,1,0,correct,,$-\frac{2}{5}\le x\le-\frac{4}{15}$ এবং $x\ne-\frac{1}{3}$,"∈ [-2/5, -4/15] \ {-1/3}"
306,বাস্তব সংখ্যা ও অসমতা,qwen3_4b,1,correct,0,0,correct,,$-\frac{2}{5}\le x\le-\frac{4}{15}$ এবং $x\ne-\frac{1}{3}$,$$ -\frac{2}{5} \le x \le -\frac{4}{15} $$
306,বাস্তব সংখ্যা ও অসমতা,qwen2_5_7b,1,correct,1,0,correct,,$-\frac{2}{5}\le x\le-\frac{4}{15}$ এবং $x\ne-\frac{1}{3}$,"$x \in \left[-\frac{2}{5}, -\frac{4}{15}\right]$"
306,বাস্তব সংখ্যা ও অসমতা,gemma3_4b,1,correct,0,0,correct,,$-\frac{2}{5}\le x\le-\frac{4}{15}$ এবং $x\ne-\frac{1}{3}$,$-\frac{2}{5} \le x \le -\frac{4}{15}$
306,বাস্তব সংখ্যা ও অসমতা,mistral3_3b,0,failure,0,1,arithmetic_or_algebra_error,"Mistral: inequality উল্টো করে extra interval \((-\infty,-2]\cup[4/3,\infty)\) যোগ করেছে। Crux: Interval পেলেই শেষ নয়; denominator zero point \(-\frac13\) বাদ দিতে হবে।",$-\frac{2}{5}\le x\le-\frac{4}{15}$ এবং $x\ne-\frac{1}{3}$,"$x \in (-\infty, -2] \cup \left[-\frac{2}{5}, -\frac{4}{15}\right] \cup \left[\frac{4}{3}, \infty\right)$"
307,বাস্তব সংখ্যা ও অসমতা,gpt5,1,correct,0,0,correct,,$\frac{3}{2}<x<\frac{11}{6}$; $x\ne\frac{5}{3}$,"(\tfrac{3}{2},\tfrac{5}{3}\right)\cup\left(\tfrac{5}{3},\tfrac{11}{6}\right)"
307,বাস্তব সংখ্যা ও অসমতা,qwen3_4b,1,correct,0,0,correct,,$\frac{3}{2}<x<\frac{11}{6}$; $x\ne\frac{5}{3}$,$$ \frac{3}{2} < x < \frac{11}{6} $$
307,বাস্তব সংখ্যা ও অসমতা,qwen2_5_7b,0,failure,1,1,no_or_insufficient_reasoning,"Qwen2.5: final-এ exclusion দেয়নি, label 1 হলে false positive। Crux: মূল ভুল হলো undefined point \(\frac53\) interval থেকে বাদ না দেওয়া।",$\frac{3}{2}<x<\frac{11}{6}$; $x\ne\frac{5}{3}$,$\frac{3}{2} < x < \frac{11}{6}$
307,বাস্তব সংখ্যা ও অসমতা,gemma3_4b,1,correct,0,0,correct,,$\frac{3}{2}<x<\frac{11}{6}$; $x\ne\frac{5}{3}$,$\frac{3}{2} < x < \frac{11}{6}$
307,বাস্তব সংখ্যা ও অসমতা,mistral3_3b,1,correct,0,0,correct,,$\frac{3}{2}<x<\frac{11}{6}$; $x\ne\frac{5}{3}$,$1.5 < x < \frac{11}{6}$
308,বাস্তব সংখ্যা ও অসমতা,gpt5,1,correct,1,0,correct,,$2<x<3$,2 < x < 3
308,বাস্তব সংখ্যা ও অসমতা,qwen3_4b,1,correct,1,0,correct,,$2<x<3$,$2 < x < 3$
308,বাস্তব সংখ্যা ও অসমতা,qwen2_5_7b,1,correct,1,0,correct,,$2<x<3$,[ 2 < x < 3 \]
308,বাস্তব সংখ্যা ও অসমতা,gemma3_4b,1,correct,1,0,correct,,$2<x<3$,"$(2, 3)$"
308,বাস্তব সংখ্যা ও অসমতা,mistral3_3b,1,correct,1,0,correct,,$2<x<3$,\( 2 < x < 3 \)
309,বাস্তব সংখ্যা ও অসমতা,gpt5,1,correct,1,0,correct,,ক্ষুদ্রতম ঊর্ধ্বসীমা $=3$ এবং বৃহত্তম নিম্নসীমা $=\frac{1}{5}$,"= 1/5, ক্ষুদ্রতম ঊর্ধ্বসীমা = 3"
309,বাস্তব সংখ্যা ও অসমতা,qwen3_4b,1,correct,1,0,correct,,ক্ষুদ্রতম ঊর্ধ্বসীমা $=3$ এবং বৃহত্তম নিম্নসীমা $=\frac{1}{5}$,"$$ \text{বৃহত্তম নিম্নসীমা} = \frac{1}{5}, \quad \text{ক্ষুদ্রতম ঊর্ধ্বসীমা} = 3 $$"
309,বাস্তব সংখ্যা ও অসমতা,qwen2_5_7b,1,correct,1,0,correct,,ক্ষুদ্রতম ঊর্ধ্বসীমা $=3$ এবং বৃহত্তম নিম্নসীমা $=\frac{1}{5}$,$0.2$ ক্ষুদ্রতম ঊর্ধ্বসীমা: $3$
309,বাস্তব সংখ্যা ও অসমতা,gemma3_4b,0,failure,0,1,arithmetic_or_algebra_error,"Gemma: সংখ্যাগতভাবে \(3\) ও \(\frac15\) পেয়েছে, কিন্তু “বৃহত্তম ঊর্ধ্বসীমা” ও “ক্ষুদ্রতম নিম্নসীমা” বলে terminology উল্টো/অশুদ্ধ করেছে। তাই label 0 হলে সেটা terminology issue। Crux: সংখ্যা ঠিক হলেও bound-এর ভাষা গুরুত্বপূর্ণ: supremum হলো ক্ষুদ্রতম ঊর্ধ্বসীমা, infimum হলো বৃহত্তম নিম্নসীমা।",ক্ষুদ্রতম ঊর্ধ্বসীমা $=3$ এবং বৃহত্তম নিম্নসীমা $=\frac{1}{5}$,বৃহত্তম ঊর্ধ্বসীমা: 3 ক্ষুদ্রতম নিম্নসীমা: 1/5
309,বাস্তব সংখ্যা ও অসমতা,mistral3_3b,1,correct,1,0,correct,,ক্ষুদ্রতম ঊর্ধ্বসীমা $=3$ এবং বৃহত্তম নিম্নসীমা $=\frac{1}{5}$,"বৃহত্তম নিম্নসীমা: ০.২, ক্ষুদ্রতম ঊর্ধ্বসীমা: ৩"
310,বাস্তব সংখ্যা ও অসমতা,gpt5,1,correct,1,0,correct,,$\frac{1}{2}\le x\le\frac{3}{2}$ যখন $x\ne1$,"([{\tfrac12},1)\cup(1,{\tfrac32}]\)"
310,বাস্তব সংখ্যা ও অসমতা,qwen3_4b,1,correct,1,0,correct,,$\frac{1}{2}\le x\le\frac{3}{2}$ যখন $x\ne1$,"$$ \left[ \frac{1}{2}, \frac{3}{2} \right] \setminus \{1\} $$"
310,বাস্তব সংখ্যা ও অসমতা,qwen2_5_7b,1,correct,0,0,correct,,$\frac{1}{2}\le x\le\frac{3}{2}$ যখন $x\ne1$,"[x \in \left[\frac{1}{2}, 1\right) \cup \left(1, \frac{3}{2}\right]\]"
310,বাস্তব সংখ্যা ও অসমতা,gemma3_4b,0,failure,0,1,no_or_insufficient_reasoning,Gemma: interval দিয়েছে কিন্তু \(x=1\) বাদ দেয়নি।,$\frac{1}{2}\le x\le\frac{3}{2}$ যখন $x\ne1$,"$\left[\frac{1}{2}, \frac{3}{2}\right]$"
310,বাস্তব সংখ্যা ও অসমতা,mistral3_3b,0,failure,0,1,arithmetic_or_algebra_error,"Mistral: left endpoint ভুল করে \(-\frac12\) দিয়েছে; shift by \(+1\) ঠিক করেনি। Crux: \(|x-1|\le\frac12\) থেকে interval center হবে \(1\), zero নয়। আর \(x=1\) বাদ দিতে হবে।",$\frac{1}{2}\le x\le\frac{3}{2}$ যখন $x\ne1$,$- \frac{1}{2} \le x < 1$ বা $1 < x \le \frac{3}{2}$
